"STATION","STATION_NAME","DATE","PRCP","TMAX","TMIN"
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-11-25,38,11,-39
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-11-26,0,6,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-11-27,0,-6,-89
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-11-28,0,50,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-11-29,0,11,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-11-30,0,-22,-128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-01,0,-22,-161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-02,0,78,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-03,0,28,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-04,-9999,11,-61
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-05,0,-39,-78
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-06,-9999,-67,-222
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-07,84,-50,-217
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-08,0,-50,-194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-09,-9999,-94,-200
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-10,0,-89,-206
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-11,0,6,-156
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-12,0,11,-39
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-13,8,-11,-67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-14,0,-28,-194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-15,0,-28,-194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-16,10,-72,-156
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-17,0,-156,-233
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-18,0,6,-233
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-19,0,0,-94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-20,0,-28,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-21,0,-94,-150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-22,0,-89,-178
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-23,0,-61,-183
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-24,0,-11,-122
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-25,0,17,-94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-26,0,-11,-128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-27,0,-28,-139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-28,0,22,-83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-29,0,11,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-30,18,-11,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1906-12-31,0,-17,-150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-01,267,-67,-150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-02,0,17,-128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-03,46,-122,-222
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-04,0,11,-222
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-05,0,-94,-194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-06,0,-117,-178
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-07,0,-100,-178
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-08,56,-133,-217
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-09,0,-128,-289
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-10,0,-61,-150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-11,-9999,-100,-122
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-12,38,-117,-178
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-13,0,-100,-172
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-14,0,-150,-261
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-15,0,-200,-306
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-16,0,-100,-206
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-17,-9999,-122,-194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-18,0,-39,-200
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-19,0,-22,-217
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-20,0,-217,-272
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-21,30,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-22,0,-161,-294
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-23,0,-33,-161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-24,20,-33,-200
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-25,0,-200,-272
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-26,0,-194,-306
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-27,0,-183,-272
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-28,13,-178,-272
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-29,0,-211,-267
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-30,0,-156,-283
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-01-31,0,-44,-194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-01,-9999,-28,-200
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-02,-9999,-178,-294
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-03,-9999,-228,-306
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-04,-9999,-256,-294
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-05,-9999,-217,-339
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-06,-9999,-111,-217
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-07,-9999,-94,-261
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-08,-9999,22,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-09,-9999,17,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-10,-9999,-11,-61
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-11,-9999,11,-72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-12,-9999,39,-61
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-13,-9999,11,-78
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-14,-9999,22,-111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-15,-9999,6,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-16,-9999,11,-28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-17,-9999,83,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-18,-9999,44,-28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-19,-9999,0,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-20,-9999,-100,-178
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-21,-9999,-122,-222
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-22,-9999,-44,-172
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-23,-9999,22,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-24,-9999,22,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-25,-9999,89,-83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-26,-9999,67,-161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-27,-9999,-100,-161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-02-28,-9999,-117,-144
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-01,0,-122,-189
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-02,5,-56,-211
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-03,0,-22,-222
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-04,0,6,-78
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-05,0,-67,-139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-06,51,-39,-106
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-07,0,-44,-94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-08,0,0,-94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-09,163,-6,-56
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-10,0,6,-106
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-11,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-12,0,11,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-13,0,0,-72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-14,0,50,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-15,0,78,-50
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-16,0,39,-72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-17,203,6,-39
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-18,20,28,-28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-19,0,44,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-20,0,100,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-21,0,206,22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-22,0,133,-6
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-23,0,161,28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-24,0,217,33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-25,0,183,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-26,0,167,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-27,0,128,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-28,0,111,-39
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-29,0,17,-67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-30,0,-17,-67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-03-31,0,-17,-67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-01,0,183,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-02,0,156,0
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-03,0,156,17
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-04,0,128,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-05,0,17,-28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-06,38,28,-56
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-07,0,61,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-08,0,28,-28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-09,0,61,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-10,0,17,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-11,0,11,-67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-12,0,-11,-72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-13,0,22,-72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-14,0,100,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-15,0,44,0
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-16,0,11,-106
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-17,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-18,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-19,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-20,0,78,-94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-21,0,94,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-22,0,144,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-23,0,111,-17
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-24,91,78,-17
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-25,0,111,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-26,0,100,0
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-27,0,78,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-28,13,0,-56
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-29,0,28,-100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-04-30,0,94,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-01,0,172,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-02,0,150,-67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-03,0,61,-89
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-04,0,33,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-05,0,133,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-06,0,89,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-07,122,44,17
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-08,0,189,22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-09,0,133,-28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-10,0,56,-44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-11,0,183,0
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-12,0,250,83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-13,0,128,-17
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-14,140,17,-17
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-15,0,11,-22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-16,0,217,0
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-17,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-18,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-19,0,128,-11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-20,0,133,-33
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-21,0,178,0
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-22,81,172,83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-23,0,183,67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-24,0,128,72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-25,300,100,44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-26,0,89,11
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-27,0,128,44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-28,0,211,56
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-29,46,183,61
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-30,0,172,72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-05-31,0,167,94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-01,0,183,83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-02,0,194,78
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-03,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-04,25,-9999,22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-05,0,-9999,22
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-06,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-07,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-08,495,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-09,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-10,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-11,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-12,25,206,89
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-13,0,211,83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-14,0,228,150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-15,0,244,183
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-16,0,283,211
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-17,140,211,161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-18,0,172,117
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-19,0,228,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-20,0,222,144
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-21,0,233,172
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-22,0,267,156
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-23,0,278,183
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-24,0,278,183
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-25,0,211,72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-26,0,222,78
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-27,0,178,83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-28,0,233,106
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-29,0,283,167
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-06-30,25,244,150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-01,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-02,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-03,0,306,206
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-04,13,317,194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-05,13,267,183
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-06,0,256,133
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-07,0,261,139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-08,0,228,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-09,0,239,139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-10,0,189,139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-11,0,239,139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-12,0,256,111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-13,178,267,111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-14,89,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-15,13,217,111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-16,0,222,111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-17,0,206,94
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-18,0,267,133
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-19,0,233,156
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-20,254,250,122
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-21,0,256,122
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-22,0,261,111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-23,0,272,144
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-24,0,250,161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-25,0,244,144
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-26,0,211,89
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-27,64,211,122
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-28,0,239,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-29,0,261,100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-30,0,267,133
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-07-31,30,233,139
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-01,0,239,106
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-02,0,178,72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-03,0,189,39
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-04,38,228,72
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-05,0,289,100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-06,0,300,100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-07,0,228,122
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-08,0,272,161
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-09,0,294,183
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-10,0,328,222
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-11,0,-9999,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-12,0,261,78
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-13,30,267,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-14,0,278,167
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-15,0,267,172
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-16,0,289,100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-17,0,300,211
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-18,5,322,194
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-19,0,239,83
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-20,20,206,28
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-21,0,233,100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-22,5,233,106
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-23,0,294,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-24,0,239,67
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-25,0,-9999,89
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-26,0,294,-9999
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-27,0,239,100
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-28,0,267,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-29,0,261,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-30,0,306,150
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-08-31,0,294,128
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-09-01,0,233,111
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-09-02,0,211,44
"GHCND:USW00014946","WATERTOWN REGIONAL AIRPORT SD US",1907-09-03,0,183,61
